,id. Response ID,submitdate. Date submitted,lastpage. Last page,startlanguage. Start language,startdate. Date started,datestamp. Date last action,refurl. Referrer URL,socio1. In which country do you work?,edu1. What is the highest qualification you have obtained?,edu2. In which subject is your highest academic qualification?,rse1. Do you write code as part of your job?,rse3[SQ001]. Who uses the code that you write? [],soft2can. Do you consider yourself a professional software developer?,soft1can. How many years of software development experience do you have?,"likert0[time1can]. [In an average month, how much time do you spend on software development]","likert0[time2can]. [In an average month, how much time do you spend on Research]","likert0[time3can]. [In an average month, how much time do you spend on Management]","likert0[time4can]. [In an average month, how much time do you spend on Teaching]","likert0[time5can]. [In an average month, how much time do you spend on Other activities]",currentEmp1. What type of organisation do you work for?,currentEmp2. Which University / Medical Center / Applied University (HBO)?,currentEmp4. Which organisation do you work for?,currentEmp20. Which company do you work for?,currentEmp5. What is your official job title?,"currentEmp6. Are you known by a different job title? If so, please enter the job title you use",currentEmp12. Do you work full time (36 hours or more) or part time?,currentEmp10. What type of contract are you employed on?,currentEmp11. What is the duration of your current contract? (in years),currentEmp13[1]. In which disciplines do you work (select as many as apply) [Accounting & Finance],currentEmp13[2]. In which disciplines do you work (select as many as apply) [Aeronautical & Manufacturing Engineering],currentEmp13[3]. In which disciplines do you work (select as many as apply) [Agriculture & Forestry],currentEmp13[4]. In which disciplines do you work (select as many as apply) [American Studies],currentEmp13[5]. In which disciplines do you work (select as many as apply) [Anatomy & Physiology],currentEmp13[6]. In which disciplines do you work (select as many as apply) [Anthropology],currentEmp13[7]. In which disciplines do you work (select as many as apply) [Architecture],currentEmp13[8]. In which disciplines do you work (select as many as apply) [Art & Design],currentEmp13[9]. In which disciplines do you work (select as many as apply) [Biological Sciences],currentEmp13[10]. In which disciplines do you work (select as many as apply) [Business & Management Studies],currentEmp13[11]. In which disciplines do you work (select as many as apply) [Chemical Engineering],currentEmp13[12]. In which disciplines do you work (select as many as apply) [Chemistry],currentEmp13[13]. In which disciplines do you work (select as many as apply) [Civil Engineering],currentEmp13[14]. In which disciplines do you work (select as many as apply) [Classics & Ancient History],currentEmp13[15]. In which disciplines do you work (select as many as apply) [Communication & Media Studies],currentEmp13[16]. In which disciplines do you work (select as many as apply) [Complementary Medicine],currentEmp13[17]. In which disciplines do you work (select as many as apply) [Computer Science],currentEmp13[18]. In which disciplines do you work (select as many as apply) [Counselling],currentEmp13[19]. In which disciplines do you work (select as many as apply) [Criminology],currentEmp13[20]. In which disciplines do you work (select as many as apply) [Dentistry],currentEmp13[21]. In which disciplines do you work (select as many as apply) [East & South Asian Studies],currentEmp13[22]. In which disciplines do you work (select as many as apply) [Economics],currentEmp13[23]. In which disciplines do you work (select as many as apply) [Education],currentEmp13[24]. In which disciplines do you work (select as many as apply) [Electrical & Electronic Engineering],currentEmp13[25]. In which disciplines do you work (select as many as apply) [English],currentEmp13[26]. In which disciplines do you work (select as many as apply) [Fashion],currentEmp13[27]. In which disciplines do you work (select as many as apply) [Food Science],currentEmp13[28]. In which disciplines do you work (select as many as apply) [French],currentEmp13[29]. In which disciplines do you work (select as many as apply) [Geography & Environmental Sciences],currentEmp13[30]. In which disciplines do you work (select as many as apply) [Geology],currentEmp13[31]. In which disciplines do you work (select as many as apply) [General Engineering],currentEmp13[32]. In which disciplines do you work (select as many as apply) [German],currentEmp13[33]. In which disciplines do you work (select as many as apply) [History],"currentEmp13[34]. In which disciplines do you work (select as many as apply) [History of Art, Architecture & Design]","currentEmp13[35]. In which disciplines do you work (select as many as apply) [Hospitality, Leisure, Recreation & Tourism]",currentEmp13[36]. In which disciplines do you work (select as many as apply) [Iberian Languages/Hispanic Studies],currentEmp13[37]. In which disciplines do you work (select as many as apply) [Land & Property Management],currentEmp13[38]. In which disciplines do you work (select as many as apply) [Law],currentEmp13[39]. In which disciplines do you work (select as many as apply) [Librarianship & Information Management],currentEmp13[40]. In which disciplines do you work (select as many as apply) [Linguistics],currentEmp13[41]. In which disciplines do you work (select as many as apply) [Marketing],currentEmp13[42]. In which disciplines do you work (select as many as apply) [Materials Technology],currentEmp13[43]. In which disciplines do you work (select as many as apply) [Mathematics],currentEmp13[44]. In which disciplines do you work (select as many as apply) [Mechanical Engineering],currentEmp13[45]. In which disciplines do you work (select as many as apply) [Medicine],currentEmp13[46]. In which disciplines do you work (select as many as apply) [Middle Eastern and African Studies],currentEmp13[47]. In which disciplines do you work (select as many as apply) [Music],currentEmp13[48]. In which disciplines do you work (select as many as apply) [Nursing],currentEmp13[49]. In which disciplines do you work (select as many as apply) [Ophthalmics],currentEmp13[50]. In which disciplines do you work (select as many as apply) [Pharmacology & Pharmacy],currentEmp13[51]. In which disciplines do you work (select as many as apply) [Philosophy],currentEmp13[52]. In which disciplines do you work (select as many as apply) [Physics and Astronomy],currentEmp13[53]. In which disciplines do you work (select as many as apply) [Physiotherapy],currentEmp13[54]. In which disciplines do you work (select as many as apply) [Politics],currentEmp13[55]. In which disciplines do you work (select as many as apply) [Psychology],currentEmp13[56]. In which disciplines do you work (select as many as apply) [Robotics],currentEmp13[57]. In which disciplines do you work (select as many as apply) [Russian & East European Languages],currentEmp13[58]. In which disciplines do you work (select as many as apply) [Social Policy],currentEmp13[59]. In which disciplines do you work (select as many as apply) [Social Work],currentEmp13[60]. In which disciplines do you work (select as many as apply) [Sociology],currentEmp13[61]. In which disciplines do you work (select as many as apply) [Sports Science],currentEmp13[62]. In which disciplines do you work (select as many as apply) [Theology & Religious Studies],currentEmp13[63]. In which disciplines do you work (select as many as apply) [Town & Country Planning and Landscape Design],currentEmp13[64]. In which disciplines do you work (select as many as apply) [Veterinary Medicine],currentEmp13[65]. In which disciplines do you work (select as many as apply) [Youth Work],paper1. Has your software contributed to research that has been published in a journal or at a conference?,"paper2. In general, when your software contributes to a paper, are you acknowledged in that paper?",paper3. Are you generally named as the main author of the paper?,paper4. Are you generally named as a co-author of the paper?,paper5. Are you generally acknowledged in the main text of the paper?,conf1can. Have you ever presented your software work at a conference or workshop?,proj1can. How many software projects are you currently involved in?,stability1. What is the bus factor of your most important software project? (the bus factor is the number of team members who if run over by a bus would put the project in jeopardy so 1 means the project is dependent on a single person),stability2. Is there a technical hand-over plan for your most important software project?,"proj4can[1]. In general, what sort of testing do you conduct on your software? (check all that apply) [No formal testing]","proj4can[2]. In general, what sort of testing do you conduct on your software? (check all that apply) [Developers conduct testing]","proj4can[3]. In general, what sort of testing do you conduct on your software? (check all that apply) [test engineers conduct testing]","proj4can[4]. In general, what sort of testing do you conduct on your software? (check all that apply) [Users conduct testing]",open01can. Have you ever released your software under an open-source licence?,open1can[SQ001]. How often do you release the software projects you've worked on under an open-source licence? [],open03can. Have you ever used a Digital Object Identifier (DOI) to identify your software?,open3can[SQ001]. How often do you associate your software with a Digital Object Identifier (DOI)? [],train1. Have you ever trained researchers in computational techniques?,"train2. On average, how many times a year do you take part in providing training?","train3. What training programs are you involved with (comma separated list) (For example, Software Carpentry, local university training, etc.)",likert1[perfCheck4]. [Do you receive sufficient information on the purpose of your work?],likert1[perfCheck7]. [Do your colleagues inform you about how well you are doing your work?],"likert1[perfCheck3]. [In your work, do you have access to sufficient data and information?]",likert1[perfCheck2]. [Does your work give you the opportunity to check on how well you are doing your work?],likert1[perfCheck6]. [Does your supervisor/line manager inform you about how well you are doing your work?],likert1[perfCheck1]. [Do you receive sufficient information on the results of your work?],likert1[perfCheck5]. [Does your work provide you with direct feedback on how well you are doing your work?],likert2[progRSE4]. [My current position is an integral part of my career plan],likert2[progRSE1]. [It is likely that I will gain a promotion within my current group],likert2[progRSE3]. [There are many opportunities within my chosen career plan],likert2[progRSE2]. [The process I have to complete to gain a promotion is clear and understandable],likert2[progRSE5]. [It is likely that my next position will be an RSE role],likert3[turnOver4]. [How often do you dream about getting another job that will better suit your needs?],likert3[turnOver2]. [How often do you look forward to another day at work?],likert4[affRec3]. [I am satisfied with the recognition I receive from my supervisor/line manager for doing my job],"likert4[percEmp4]. [Given my qualifications and experience, getting a new job would not be very hard at all]",likert4[affSat2]. [Most days I am enthusiastic about my job],likert4[percEmp1]. [It would not be very difficult for me to get an equivalent job in a different organisation],likert4[percEmp3]. [My experience is in demand on the labour market],likert4[affSat1]. [I find real enjoyment in my job],likert4[affRec1]. [I am satisfied with my supervisor/line manager's confidence in me],likert4[percEmp2]. [I can think of a number of organisations that would probably offer me a job],"likert5[satisgen1]. [In general, how satisfied are you with [Your current position]]","likert5[satisgen2]. [In general, how satisfied are you with [Your career]]",socio2. Please select your gender,socio3. Please select your age,socio4. Please select the range of your salary,ukrse1. Are you a member of the NL-RSE Association? (Members are people who have signed up to the NL-RSE mailing list),ukrse2[1]. How do you meet other RSEs? [UK RSE Association / Conference],ukrse2[2]. How do you meet other RSEs? [NL-RSE Association],ukrse2[3]. How do you meet other RSEs? [Local group/network],ukrse2[4]. How do you meet other RSEs? [N/A],interviewtime. Total time,groupTime672. Group time: Questions about you,groupTime673. Group time: Your current employment,groupTime674. Group time: Your working practices,groupTime675. Group time: Your perception of your current position,groupTime676. Group time: Demographic questions,groupTime677. Group time: Final questions about you,[OTHER_RAW]. edu2[other]. In which subject is your highest academic qualification? [Other],[OTHER_RAW]. currentEmp1[other]. What type of organisation do you work for? [Other],[OTHER_RAW]. currentEmp10[other]. What type of contract are you employed on? [Other],[OTHER_RAW]. currentEmp13[other]. In which disciplines do you work (select as many as apply) [Other]
1,17,2017-11-30 11:14:06,6.0,en,2017-11-30 11:02:57,2017-11-30 11:14:06,https://software.ac.uk/blog/2017-11-30-netherlands-rse-survey-2017-invitation-participate,Netherlands,PhD,Biological Sciences,Yes,2,No,8.0,2,3,6,4,2,University / University Medical Center / Applied University (HBO),"UMC Utrecht, Universitair Medisch Centrum Utrecht",,,postdoc,Bioinformatician,Part time,Permanent,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,No,1.0,1,No,No,Yes,No,Yes,Yes,7,No,,Yes,4.0,"Software Carpentry, Data Carpentry, field-specific courses",Always,Often,Very Often,Sometimes,Often,Sometimes,Often,Disagree,Disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,8,2,Female,35 to 44 years,Between 33.000 and 38.499 EUR,No,No,No,No,Yes,671.3,122.58,75.08,188.91,136.88,120.83,27.02,,,,
2,18,2017-11-30 12:44:26,6.0,en,2017-11-30 12:24:21,2017-11-30 12:44:26,,Netherlands,WO (Wetenschappelijk onderwijs) Master,Computer Science,Yes,4,Yes,10.0,8,2,4,2,4,University / University Medical Center / Applied University (HBO),"Radboudumc, Radboud Universitair Medisch Centrum",,,Wetenschappelijke Programmeur,,Full time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,Yes,5.0,1,No,No,Yes,No,No,Yes,2,No,,Yes,1.0,local on-site training for PhDs,Sometimes,Sometimes,Very Often,Sometimes,Often,Often,Sometimes,Disagree,Agree,Disagree,Strongly disagree,Disagree,Never,Sometimes,Agree,Strongly Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,7,5,Male,25 to 34 years,Between 44.000 and 49.999 EUR,Yes,No,No,Yes,No,1206.83,134.3,129.0,559.19,304.31,50.86,29.17,,,,
3,19,2017-11-30 12:34:43,6.0,en,2017-11-30 12:26:29,2017-11-30 12:34:43,,Netherlands,PhD,Physics and Astronomy,Yes,3,Yes,7.0,7,1 (None at all),3,1 (None at all),3,University / University Medical Center / Applied University (HBO),"Radboudumc, Radboud Universitair Medisch Centrum",,,Scientific programmer,Software developer,Full time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,Yes,3.0,3,No,No,Yes,No,Yes,No,,No,,No,,,Very Often,Often,Very Often,Very Often,Very Often,Often,Very Often,Agree,Disagree,Agree,Disagree,Agree,Often,Often,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neither agree or disagree,Agree,8,7,Male,35 to 44 years,Between 50.000 and 54.999 EUR,Yes,No,No,No,Yes,496.99,76.86,136.71,123.73,120.22,22.5,16.97,,,,Healthcare
4,20,2017-11-30 12:37:46,6.0,en,2017-11-30 12:29:58,2017-11-30 12:37:46,,Netherlands,PhD,Physics and Astronomy,Yes,4,Yes,5.0,5,1 (None at all),4,2,2,University / University Medical Center / Applied University (HBO),"Radboudumc, Radboud Universitair Medisch Centrum",,,Research Software Engineer (Projectleider),,Full time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,Yes,4.0,2,No,Yes,Yes,No,Yes,Yes,2,Yes,2,Yes,4.0,Departmental Training,Sometimes,Sometimes,Very Often,Often,Sometimes,Very Often,Very Often,Agree,Disagree,Disagree,Disagree,Neither agree or disagree,Sometimes,Often,Neither agree or disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,8,7,Male,25 to 34 years,Between 66.000 and 76.999 EUR,Yes,Yes,No,Yes,No,470.95,100.38,66.43,131.59,133.53,27.48,11.54,,,,
5,21,2017-11-30 12:53:25,6.0,en,2017-11-30 12:43:16,2017-11-30 12:53:25,,Netherlands,WO (Wetenschappelijk onderwijs) Bachelor,Computer Science,Yes,3,Yes,20.0,9,2,1 (None at all),1 (None at all),1 (None at all),Research Institute (Onderzoeksinstituut / Publieke Kennisorganisatie),,Huygens ING,,Senior Developer,,Full time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,No,3.0,3,No,No,Yes,No,Yes,Yes,9,No,,No,,,Very Often,Sometimes,Very Often,Very Often,Often,Sometimes,Often,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Sometimes,Sometimes,Agree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Disagree,8,8,Male,45 to 54 years,Prefer not to say,Yes,No,Yes,Yes,No,611.29,312.75,63.54,72.47,127.41,18.0,17.12,,,,
7,23,,2.0,en,2017-11-30 14:17:31,2017-11-30 14:21:24,,Netherlands,PhD,Physics and Astronomy,Yes,0 - Mostly me,No,25.0,2,1 (None at all),8,1 (None at all),2,University / University Medical Center / Applied University (HBO),,,,,,Full time,Fixed term,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.23,88.06,144.17,,,,,,,,
8,24,2017-11-30 14:56:49,6.0,en,2017-11-30 14:50:54,2017-11-30 14:56:49,,Netherlands,PhD,Communication & Media Studies,Yes,2,No,3.0,4,7,2,3,2,University / University Medical Center / Applied University (HBO),University of Amsterdam,,,Universitair Docent,,Full time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,Yes,2.0,2,No,Yes,Yes,No,No,Yes,10 (All my time),No,,Yes,8.0,"local university training, workshops at national and international universities",Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Strongly Agree,Agree,Neither agree or disagree,Disagree,Disagree,Never,Often,Neither agree or disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,6,7,Male,25 to 34 years,Between 50.000 and 54.999 EUR,,No,No,Yes,No,356.91,63.49,42.16,103.37,120.07,21.99,5.83,,,,
9,25,2017-11-30 15:28:27,6.0,en,2017-11-30 15:03:16,2017-11-30 15:28:27,,Netherlands,PhD,Biological Sciences,Yes,4,No,15.0,6,2,4,1 (None at all),1 (None at all),University / University Medical Center / Applied University (HBO),VU University Amsterdam,,,Researcher,,Full time,Fixed term,3.0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,Yes,3.0,1,Yes,No,Yes,No,Yes,Yes,10 (All my time),No,,No,,,Always,Sometimes,Very Often,Sometimes,Often,Sometimes,Never,Agree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Often,Sometimes,Agree,Disagree,Agree,Disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,8,6,Male,35 to 44 years,Prefer not to say,,No,No,Yes,No,1518.24,310.79,320.66,277.23,347.15,43.8,218.61,,,,
10,26,2017-11-30 17:46:16,6.0,en,2017-11-30 17:39:30,2017-11-30 17:46:16,,Netherlands,PhD,Communication & Media Studies,Yes,2,Yes,3.0,7,2,4,2,2,University / University Medical Center / Applied University (HBO),University of Amsterdam,,,PostDoc,,Full time,Fixed term,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,No,2.0,1,No,Yes,No,No,No,Yes,5,No,,Yes,10.0,informal,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Disagree,Strongly disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Always,Sometimes,Strongly disagree,Agree,Strongly disagree,Strongly Agree,Agree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,2,0 - Not at all satisfied,Male,25 to 34 years,Between 33.000 and 38.499 EUR,,No,No,Yes,No,408.44,73.54,63.86,97.78,139.93,20.93,12.4,,,,
12,29,2017-12-01 10:12:14,6.0,en,2017-12-01 10:03:20,2017-12-01 10:12:14,,Netherlands,PhD,Computer Science,Yes,3,No,12.0,7,3,3,2,2,Research Institute (Onderzoeksinstituut / Publieke Kennisorganisatie),,Netherlands eScience Center,,eScience Research Engineer,,Full time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,Yes,2.0,1,Yes,No,Yes,No,No,Yes,9,Yes,2,Yes,4.0,Software Carpentry,Often,Sometimes,Often,Sometimes,Often,Often,Sometimes,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Sometimes,Often,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,8,8,Male,35 to 44 years,Between 33.000 and 38.499 EUR,Yes,No,No,Yes,No,536.15,117.94,68.1,118.64,177.51,32.14,21.82,,,,
13,30,2017-12-01 11:23:50,6.0,en,2017-12-01 11:13:42,2017-12-01 11:23:50,,Netherlands,PhD,Physics and Astronomy,Yes,3,Yes,25.0,8,4,2,2,3,University / University Medical Center / Applied University (HBO),Leiden University,,,Postdoc,,Full time,Fixed term,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,Yes,2.0,3,Yes,No,Yes,Yes,No,Yes,7,No,,Yes,2.0,local developers workshops,Often,Often,Sometimes,Often,Never,Often,Often,Agree,Neither agree or disagree,Agree,Disagree,Agree,Often,Often,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Strongly Agree,Neither agree or disagree,7,7,Male,35 to 44 years,Between 33.000 and 38.499 EUR,Yes,No,No,No,Yes,610.12,74.67,174.02,189.35,133.12,28.76,10.2,,,,
14,31,2017-12-01 12:02:35,6.0,en,2017-12-01 11:57:50,2017-12-01 12:02:35,,Netherlands,PhD,Communication & Media Studies,Yes,2,No,5.0,2,4,2,5,2,University / University Medical Center / Applied University (HBO),University of Amsterdam,,,Assistant Professor,,Full time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,2.0,2,No,No,Yes,No,No,No,,No,,Yes,3.0,university,Very Often,Very Often,Sometimes,Very Often,Often,Very Often,Often,Strongly Agree,Agree,Agree,Disagree,Neither agree or disagree,Sometimes,Never,Agree,Neither agree or disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,7,8,Male,35 to 44 years,Between 44.000 and 49.999 EUR,,No,No,No,No,287.8,58.09,36.7,62.51,100.48,17.74,12.28,,,,
15,32,2017-12-01 13:30:11,6.0,en,2017-12-01 13:03:33,2017-12-01 13:30:11,,Netherlands,WO (Wetenschappelijk onderwijs) Master,Other,No,5 - Mostly other people,Yes,8.0,2,3,7,1 (None at all),3,Private Company,,,The Hyve,CEO,,Full time,Permanent,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,5.0,3,Yes,No,Yes,Yes,Yes,Yes,10 (All my time),No,,No,,,Very Often,Often,Very Often,Often,Often,Often,Often,Agree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,8,8,Male,25 to 34 years,Between 77.000 and 109.999 EUR,No,No,No,No,No,1600.99,104.24,62.62,1235.08,172.81,18.64,7.6,Bioinformatics,,,
17,34,2017-12-02 16:15:18,6.0,en,2017-12-02 16:05:32,2017-12-02 16:15:18,,Netherlands,PhD,Physics and Astronomy,Yes,3,No,15.0,8,2,1 (None at all),1 (None at all),2,Research Institute (Onderzoeksinstituut / Publieke Kennisorganisatie),,Netherlands eScience Center,,eScience Research Engineer,,Part time,Permanent,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,,No,2.0,1,No,No,Yes,No,No,Yes,10 (All my time),No,,Yes,0.0,none anymore,Very Often,Often,Very Often,Often,Very Often,Sometimes,Sometimes,Agree,Disagree,Disagree,Disagree,Disagree,Often,Often,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,8,7,Male,25 to 34 years,Between 38.500 and 43.999 EUR,Yes,No,No,Yes,No,589.62,107.8,205.5,97.69,146.43,19.41,12.79,,,,
